name,institution,homepage,scholarid,region,countryabbrv,Gender
Soamsiri Chantaraskul,KMUTNB,https://tggs.kmutnb.ac.th/assoc-prof-dr-soamsiri-chantaraskul,mkaZZ4QAAAAJ,asia,th,unknown
Suramate Chalermwisutkul,KMUTNB,https://tggs.kmutnb.ac.th/asst-prof-dr-ing-suramate-chalermwisutkul,O6FAwMgAAAAJ,asia,th,unknown
Thanapong Suwanasri,KMUTNB,https://tggs.kmutnb.ac.th/assoc-prof-dr-ing-thanapong-suwanasri,QoeZIvIAAAAJ,asia,th,unknown
Wannida Sae-Tang,KMUTNB,https://tggs.kmutnb.ac.th/asst-prof-dr-wannida-sae-tang,6nlcJK8AAAAJ,asia,th,unknown
Wijarn Wangdee,KMUTNB,https://tggs.kmutnb.ac.th/assoc-prof-dr-wijarn-wangdee,BQK97SMAAAAJ,asia,th,unknown
Yodsawalai Chodpathumwan,KMUTNB,https://tggs.kmutnb.ac.th/?page_id=2947,4K13tqIAAAAJ,asia,th,unknown
Chan-Mo Park,POSTECH,http://cse.postech.ac.kr/prof/cmpark,NOSCHOLARPAGE,asia,kr,unknown
Chanik Park,POSTECH,http://cpmi.postech.ac.kr/prof-chanik-park,TsP0SGcAAAAJ,asia,kr,unknown
Cheeha Kim,POSTECH,http://phome.postech.ac.kr/user/indexSub.action?codyMenuSeq=2021040&siteId=citeng&menuUIType=top,1UlTiEMAAAAJ,asia,kr,unknown
Daijin Kim 0001,POSTECH,http://imlab.postech.ac.kr,Mw6anjAAAAAJ,asia,kr,unknown
Dong Woo Kim 0002,POSTECH,http://dongwookim-ml.github.io,BycdSYYAAAAJ,asia,kr,andy
Dongwoo Kim 0002,POSTECH,http://dongwookim-ml.github.io,BycdSYYAAAAJ,asia,kr,unknown
Eunhyeok Park,POSTECH,https://sites.google.com/view/eh-p,pBr1GV4AAAAJ,asia,kr,unknown
Eunjin Oh 0001,POSTECH,https://sites.google.com/view/eunjinoh,HDOzXuEAAAAJ,asia,kr,unknown
Gary Geunbae Lee,POSTECH,http://nlp.postech.ac.kr/~gblee,t30saScAAAAJ,asia,kr,male
Geunbae Lee,POSTECH,http://nlp.postech.ac.kr/~gblee,t30saScAAAAJ,asia,kr,unknown
Gwangsun Kim,POSTECH,https://sites.google.com/view/gkim,OmzyMnsAAAAJ,asia,kr,unknown
Hee-Kap Ahn,POSTECH,http://tcs.postech.ac.kr/~heekap,NOSCHOLARPAGE,asia,kr,unknown
Hwangjun Song,POSTECH,http://mcnl.postech.ac.kr,3w4oYn8AAAAJ,asia,kr,unknown
Hwanjo Yu,POSTECH,http://hwanjoyu.org,LbrCa7EAAAAJ,asia,kr,unknown
Hyojin Sung,POSTECH,https://hsung.postech.ac.kr,lxBD94AAAAAJ,asia,kr,unknown
Inseok Hwang 0001,POSTECH,https://www.inseokhwang.com,XNH0fY8AAAAJ,asia,kr,unknown
Jaeho Lee,POSTECH,https://jaeho-lee.github.io,t91zoQMAAAAJ,asia,kr,unknown
Jaesik Park,POSTECH,http://jaesik.info,_3q6KBIAAAAJ,asia,kr,unknown
James W. Hong,POSTECH,http://dpnm.postech.ac.kr/~jwkhong,0-cL2cYAAAAJ,asia,kr,male
James Won-Ki Hong,POSTECH,http://dpnm.postech.ac.kr/~jwkhong,xmjM_WoAAAAJ,asia,kr,male
Jisung Park 0001,POSTECH,http://jisungpark.kr,1qw7AosAAAAJ,asia,kr,unknown
Jong Kim 0001,POSTECH,https://hpc.postech.ac.kr/~jkim,6t2VQFwAAAAJ,asia,kr,andy
Jong-Hyeok Lee,POSTECH,http://kle.postech.ac.kr/people/professor,Ly38HXAAAAAJ,asia,kr,unknown
Joon Hee Han,POSTECH,http://cvlab.postech.ac.kr/jhhan,_mMeOTgAAAAJ,asia,kr,andy
Jungseul Ok,POSTECH,https://sites.google.com/view/jungseulok,KWG3UUMAAAAJ,asia,kr,unknown
Kyo Chul Kang,POSTECH,https://cse.postech.ac.kr/kck,NOSCHOLARPAGE,asia,kr,andy
Kyungmin Bae,POSTECH,http://sevlab.postech.ac.kr/~kmbae,RfWIHGsAAAAJ,asia,kr,unknown
Minsu Cho,POSTECH,http://cvlab.postech.ac.kr/~mcho,5TyoF5QAAAAJ,asia,kr,unknown
Seung-Hwan Baek,POSTECH,https://sites.google.com/view/shbaek,IX93v14AAAAJ,asia,kr,unknown
Seungjin Choi,POSTECH,http://mlg.postech.ac.kr/~seungjin,_3O0RcUAAAAJ,asia,kr,unknown
Seungmoon Choi,POSTECH,http://choism71.wixsite.com/home,YpaI-NkAAAAJ,asia,kr,unknown
Seungyong Lee 0001,POSTECH,http://cg.postech.ac.kr/publications,yGPH-nAAAAAJ,asia,kr,unknown
Suha Kwak,POSTECH,http://cvlab.postech.ac.kr/~suhakwak,-gscDIEAAAAJ,asia,kr,female
Sung Yang Bang,POSTECH,http://imlab.postech.ac.kr/publications_IC.htm,NOSCHOLARPAGE,asia,kr,andy
Sunghyun Cho,POSTECH,http://scho.pe.kr,JcmBvtUAAAAJ,asia,kr,unknown
Sungwoo Park,POSTECH,http://pl.postech.ac.kr/~gla,Y91RynEAAAAJ,asia,kr,unknown
Tae Hyun Oh,POSTECH,https://ami.postech.ac.kr,dMCBjeIAAAAJ,asia,kr,mostly_male
Tae-Hyun Oh,POSTECH,https://ami.postech.ac.kr,dMCBjeIAAAAJ,asia,kr,male
Won Hwa Kim,POSTECH,http://aimi.postech.ac.kr/members,aWPSHNwAAAAJ,asia,kr,mostly_male
Wook-Shin Han,POSTECH,http://president.postech.ac.kr/html/portlet/ext/person/popup.jsp?sLocale=en&pernr=00100581&orgeh=50089843&prefLocale=en,Jp_w2IwAAAAJ,asia,kr,unknown
Yongjune Kim 0001,POSTECH,https://iil.postech.ac.kr,WPKrXEoAAAAJ,asia,kr,unknown
Young-Joo Suh,POSTECH,http://monet.postech.ac.kr/yjsuh,MW-4uU4AAAAJ,asia,kr,female
Yunsu Kim,POSTECH,https://yunsukim.me,hFCU45kAAAAJ,asia,kr,unknown
Chang-Dong Wang,Sun Yat-sen University,http://www.scholat.com/changdongwang.en,omqnB70AAAAJ,asia,cn,andy
Guanbin Li,Sun Yat-sen University,http://guanbinli.com,2A2Bx2UAAAAJ,asia,cn,unknown
Hongyang Chao,Sun Yat-sen University,https://ieeexplore.ieee.org/author/37288624500,qnbpG6gAAAAJ,asia,cn,unknown
Jian-Guo Chen,Sun Yat-sen University,http://sse.sysu.edu.cn/teacher/253,k6n94kkAAAAJ,asia,cn,andy
Jian-Huang Lai,Sun Yat-sen University,https://ieeexplore.ieee.org/author/37274695700,NOSCHOLARPAGE,asia,cn,unknown
Jianguo Chen,Sun Yat-sen University,http://sse.sysu.edu.cn/teacher/253,k6n94kkAAAAJ,asia,cn,unknown
Jianhuang Lai,Sun Yat-sen University,https://ieeexplore.ieee.org/author/37274695700,NOSCHOLARPAGE,asia,cn,unknown
Keze Wang,Sun Yat-sen University,https://kezewang.com,Qirk2fYAAAAJ,asia,cn,unknown
Liang Chen 0001,Sun Yat-sen University,https://chenliang.tech,pGZtPjcAAAAJ ,asia,cn,andy
Liang Lin,Sun Yat-sen University,http://www.linliang.net,Nav8m8gAAAAJ,asia,cn,andy
Qing Ling,Sun Yat-sen University,http://home.ustc.edu.cn/~qingling,u70vRDYAAAAJ,asia,cn,andy
Wei-Shi Zheng,Sun Yat-sen University,http://www.isee-ai.cn/~zhwshi,AwqDDGoAAAAJ,asia,cn,andy
Weibin Wu,Sun Yat-sen University,http://sse.sysu.edu.cn/teacher/249,6mtEjCEAAAAJ,asia,cn,unknown
Xiaodan Liang,Sun Yat-sen University,https://www.cs.cmu.edu/~xiaodan1,voxznZAAAAAJ,asia,cn,unknown
Xiaohua Xie,Sun Yat-sen University,http://sdcs.sysu.edu.cn/content/2478,5YZ3kvoAAAAJ,asia,cn,unknown
Xiaojun Quan,Sun Yat-sen University,http://cse.sysu.edu.cn/content/2953,dRpg4t8AAAAJ,asia,cn,unknown
Xu Chen 0004,Sun Yat-sen University,https://sites.google.com/view/xcsysu/home,BmiiIaoAAAAJ,asia,cn,andy
Yang Liu 0084,Sun Yat-sen University,https://yangliu9208.github.io/home,l0z2QNQAAAAJ,asia,cn,andy
Yuhong Nan,Sun Yat-sen University,https://nanyuhong.github.io,tkE-vsEAAAAJ,asia,cn,unknown
Yunong Zhang,Sun Yat-sen University,http://yss.sysu.edu.cn/node/376,o7Wj-9sAAAAJ,asia,cn,unknown
Zibin Zheng,Sun Yat-sen University,http://sse.sysu.edu.cn/teacher/100,WPC6ED4AAAAJ,asia,cn,unknown
Chang-Hun Kim,Korea University,http://kucg.korea.ac.kr/new/about/people.php,NOSCHOLARPAGE,asia,kr,unknown
Changhee Joo,Korea University,https://slowlab.korea.ac.kr,ZTvziRoAAAAJ,asia,kr,unknown
Changhun Kim,Korea University,http://kucg.korea.ac.kr/new/about/people.php,NOSCHOLARPAGE,asia,kr,unknown
Christian Wallraven,Korea University,http://cogsys.korea.ac.kr/Cognitive_Systems.html,VJuuzLwAAAAJ,asia,kr,male
Chuck Yoo,Korea University,https://os.korea.ac.kr/?page_id=184,NOSCHOLARPAGE,asia,kr,male
Dongsuk Yook,Korea University,http://ai.korea.ac.kr/index.php/professor,NOSCHOLARPAGE,asia,kr,unknown
Gerard J. Kim,Korea University,https://dxp.korea.ac.kr/index.php?mid=page_QEGJ80,7UCco8IAAAAJ,asia,kr,male
Gerard Jounghyun Kim,Korea University,https://dxp.korea.ac.kr/index.php?mid=page_QEGJ80,7UCco8IAAAAJ,asia,kr,male
Gunjae Koo,Korea University,http://gunjaekoo.com,mjxNeSAAAAAJ,asia,kr,unknown
Gyungho Lee,Korea University,http://arch.korea.ac.kr,NOSCHOLARPAGE,asia,kr,unknown
Hakjoo Oh,Korea University,http://prl.korea.ac.kr/~pronto/home,3dX_cckAAAAJ,asia,kr,unknown
Heejo Lee,Korea University,https://ccs.korea.ac.kr/people/heejo,lsKlsJ8AAAAJ,asia,kr,unknown
Heon-Chang Yu,Korea University,http://ds.korea.ac.kr/index.php/professor,dwvceYUAAAAJ,asia,kr,unknown
HeonChang Yu,Korea University,http://ds.korea.ac.kr/index.php/professor,dwvceYUAAAAJ,asia,kr,unknown
HeuiSeok Lim,Korea University,http://blp.korea.ac.kr/?page_id=2707,HMTkz7oAAAAJ,asia,kr,unknown
Heung-Il Suk,Korea University,https://milab.korea.ac.kr,dl_oZLwAAAAJ,asia,kr,unknown
Hyeoncheol Kim,Korea University,https://ini.korea.ac.kr/professor,NOSCHOLARPAGE,asia,kr,unknown
Hyogon Kim,Korea University,https://widen.korea.ac.kr/wiki/index.php/%EA%B9%80%ED%9A%A8%EA%B3%A4,NOSCHOLARPAGE,asia,kr,unknown
Jaewoo Kang,Korea University,http://dmis.korea.ac.kr/people,iiIxp8cAAAAJ,asia,kr,unknown
Joon-Kyung Seong,Korea University,http://brein.korea.ac.kr/lab,Q1owmj0AAAAJ,asia,kr,unknown
Juseop Lee,Korea University,https://sites.google.com/site/juseoplee,NOSCHOLARPAGE,asia,kr,unknown
SangKeun Lee 0001,Korea University,http://dilab.korea.ac.kr/?page_id=658,BGSUpLgAAAAJ,asia,kr,unknown
Seong-Whan Lee,Korea University,http://pr.korea.ac.kr,NOSCHOLARPAGE,asia,kr,unknown
Seung Jun Baek,Korea University,https://singkru.github.io,NOSCHOLARPAGE,asia,kr,andy
Sung Woo Chung,Korea University,http://smrl.korea.ac.kr/bbs/professor_biographical_sketch.php,njN9VcoAAAAJ,asia,kr,andy
Sung-Gi Min,Korea University,http://hcl.korea.ac.kr/index.php/people,NOSCHOLARPAGE,asia,kr,unknown
Sungdeok Cha,Korea University,http://dependable.korea.ac.kr/professor,NOSCHOLARPAGE,asia,kr,unknown
Sungjoon Choi,Korea University,https://sites.google.com/view/sungjoon-choi/home,T3-0OQ8AAAAJ,asia,kr,unknown
Tae-Eui	Kam,Korea University,http://mailab.korea.ac.kr,y7B2OsUAAAAJ,asia,kr,unknown
Taeweon Suh,Korea University,http://esca.korea.ac.kr,NOSCHOLARPAGE,asia,kr,unknown
Won-Gyu Lee,Korea University,https://inc.korea.ac.kr/menu/4?lang=en,NOSCHOLARPAGE,asia,kr,unknown
Won-Ki Jeong,Korea University,http://hvcl.korea.ac.kr,bnyKqkwAAAAJ,asia,kr,male
WonGyu Lee,Korea University,https://inc.korea.ac.kr/menu/4?lang=en,NOSCHOLARPAGE,asia,kr,unknown
Wonzoo Chung,Korea University,http://spl.korea.ac.kr/professor,NOSCHOLARPAGE,asia,kr,unknown
Changhe Tu,Shandong University,http://irc.cs.sdu.edu.cn/~chtu/index.html,NOSCHOLARPAGE,asia,cn,unknown
Daming Zhu,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2355.htm,NOSCHOLARPAGE,asia,cn,unknown
Dongxiao Yu,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2639.htm,hiQxuHYAAAAJ,asia,cn,unknown
Fan Zhong,Shandong University,https://cvfzhong.github.io,NOSCHOLARPAGE,asia,cn,andy
Feng Li 0014,Shandong University,https://funglee.github.io,lJ-jik0AAAAJ,asia,cn,andy
Haitao Jiang,Shandong University,http://www.cs.sdu.edu.cn/info/1089/2334.htm,NOSCHOLARPAGE,asia,cn,unknown
Haodi Feng,Shandong University,http://www.cs.sdu.edu.cn/info/1112/2723.htm,NOSCHOLARPAGE,asia,cn,unknown
Heji Zhao,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2351.htm,NOSCHOLARPAGE,asia,cn,unknown
Huazhong Zhang,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2356.htm,NOSCHOLARPAGE,asia,cn,unknown
Jian-Hua Yin,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2349.htm,aZZfn90AAAAJ,asia,cn,andy
Jianhua Yin,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2349.htm,aZZfn90AAAAJ,asia,cn,unknown
Jianlong Wu,Shandong University,https://jlwu1992.github.io,XGeEH-IAAAAJ,asia,cn,unknown
Jiong Guo,Shandong University,http://www.cs.sdu.edu.cn/info/1088/2327.htm,4rjuV8YAAAAJ,asia,cn,andy
Jun Ma 0001,Shandong University,http://www.cs.sdu.edu.cn/info/1090/2346.htm,NOSCHOLARPAGE,asia,cn,mostly_male
Junfeng Luan,Shandong University,http://www.cs.sdu.edu.cn/info/1089/2332.htm,NOSCHOLARPAGE,asia,cn,unknown
Lei Ju,Shandong University,https://faculty.sdu.edu.cn/julei/en/index.htm,7DZXXBQAAAAJ,asia,cn,andy
Lin Lv,Shandong University,http://www.cs.sdu.edu.cn/info/1089/2333.htm,NOSCHOLARPAGE,asia,cn,female
Mengying Zhao,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2348.htm,TK6B0FsAAAAJ,asia,cn,unknown
Pengjie Ren,Shandong University,https://pengjieren.github.io,4OdmSOcAAAAJ,asia,cn,unknown
Ruihua Zhang,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2352.htm,NOSCHOLARPAGE,asia,cn,unknown
Shi-Qing Xin,Shandong University,https://www.xinshiqing.com,NOSCHOLARPAGE,asia,cn,andy
Shiqing Xin,Shandong University,https://www.xinshiqing.com,NOSCHOLARPAGE,asia,cn,unknown
Wei Zhang 0173,Shandong University,https://sduzhangwei.github.io,uJ65n8MAAAAJ,asia,cn,andy
Xiaohui Yu,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2357.htm,TZ91yu8AAAAJ,asia,cn,unknown
Xiaojun Cai,Shandong University,http://www.cs.sdu.edu.cn/info/1088/2325.htm,NOSCHOLARPAGE,asia,cn,unknown
Xin Xin 0003,Shandong University,https://xinxin-me.github.io,cYvuOUMAAAAJ,asia,cn,andy
Xingqiang Yang,Shandong University,http://www.cs.sdu.edu.cn/info/1091/2358.htm,NOSCHOLARPAGE,asia,cn,unknown
Xuemeng Song,Shandong University,https://xuemengsong.github.io,29gP4okAAAAJ,asia,cn,unknown
Yunhai Wang,Shandong University,http://www.yunhaiwang.net,ngPMK7QAAAAJ,asia,cn,unknown
Zhaochun Ren,Shandong University,http://ir.sdu.edu.cn/~zhaochunren,fPcIPt0AAAAJ,asia,cn,unknown
Zhaohui Peng,Shandong University,http://www.cs.sdu.edu.cn/info/1090/2342.htm,NOSCHOLARPAGE,asia,cn,unknown
Zhaoyan Shen,Shandong University,http://www.cs.sdu.edu.cn/info/1090/2945.htm,9my0HgIAAAAJ,asia,cn,unknown
Zhiguo Wan,Shandong University,http://www.cs.sdu.edu.cn/info/1090/2339.htm,8D7Vh20AAAAJ,asia,cn,unknown
Zhiping Jia,Shandong University,http://www.cs.sdu.edu.cn/info/1089/2337.htm,NOSCHOLARPAGE,asia,cn,unknown
Zhumin Chen,Shandong University,http://www.cs.sdu.edu.cn/info/1112/2725.htm,NOSCHOLARPAGE,asia,cn,unknown
Zimeng Zhou,Shandong University,https://faculty.sdu.edu.cn/zhouzimeng1/en/index.htm,r5EK8wMAAAAJ,asia,cn,unknown
Chao Shen 0001,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/cshen,m6QY7-wAAAAJ,asia,cn,andy
Danfeng Shan,Xi'an Jiaotong University,https://dfshan.github.io,XLbHoCsAAAAJ,asia,cn,unknown
Ge Wang 0003,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/gewang,ngEGALwAAAAJ,asia,cn,andy
Han Ding 0002,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/dinghan,0sLAHGUAAAAJ,asia,cn,andy
Hao Li 0011,Xi'an Jiaotong University,https://aquatoney.github.io,-rpSVLEAAAAJ,asia,cn,andy
Heli Sun,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/hlsun,HXjwuE4AAAAJ,asia,cn,female
Hongbin Sun 0001,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/hsun,2nI_wvAAAAAJ,asia,cn,unknown
Jihua Zhu,Xi'an Jiaotong University,http://zhujh.gr.xjtu.edu.cn,JcN97sQAAAAJ,asia,cn,unknown
Jinjun Wang,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/jinjun/english,Dk7JgNcAAAAJ,asia,cn,unknown
Jizhong Zhao,Xi'an Jiaotong University,http://www.xjtu.edu.cn/jsnr.jsp?urltype=tree.TreeTempUrl&wbtreeid=1632&wbwbxjtuteacherid=626,CbGjM58AAAAJ,asia,cn,unknown
Jun Liu 0002,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/liukeen,NOSCHOLARPAGE,asia,cn,mostly_male
Junzhou Zhao,Xi'an Jiaotong University,https://junzhouzhao.github.io,hBLT754AAAAJ,asia,cn,unknown
Longjun Liu,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/en/web/liulongjun,Fq8U66oAAAAJ,asia,cn,unknown
Minnan Luo,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/minnluo,C3ujEF0AAAAJ,asia,cn,unknown
Nan-Ning Zheng 0001,Xi'an Jiaotong University,http://en.xjtu.edu.cn/info/1018/1640.htm,iqMe3p8AAAAJ,asia,cn,unknown
Nanning Zheng 0001,Xi'an Jiaotong University,http://en.xjtu.edu.cn/info/1018/1640.htm,iqMe3p8AAAAJ,asia,cn,male
Peng Zhang 0011,Xi'an Jiaotong University,https://nskeylab.xjtu.edu.cn/people/pzhang,AdvgGYgAAAAJ,asia,cn,andy
Peng Zhao 0001,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/p.zhao,NOSCHOLARPAGE,asia,cn,andy
Ping Wei 0001,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/pingwei/home,1OQBtdcAAAAJ,asia,cn,andy
Pinghui Wang,Xi'an Jiaotong University,https://nskeylab.xjtu.edu.cn/people/phwang,_a8jUnQAAAAJ,asia,cn,unknown
Qing-Hua Zheng,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/qhzheng,0uEzYQYAAAAJ,asia,cn,andy
Qinghua Zheng,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/qhzheng,0uEzYQYAAAAJ,asia,cn,unknown
Ting Liu 0002,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/tingliu/4,vcG2mn8AAAAJ,asia,cn,andy
Wei Xi,Xi'an Jiaotong University,https://gr.xjtu.edu.cn/en/web/xiwei,Xt3XP-EAAAAJ,asia,cn,andy
Weizhan Zhang,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/zhangwzh123,Y9oMV_0AAAAJ,asia,cn,unknown
Wuxia Jin,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/jinwuxia,_Bz00rsAAAAJ,asia,cn,unknown
Xi Zhao 0002,Xi'an Jiaotong University,https://gr.xjtu.edu.cn/web/xi.zhao,IZqErZQAAAAJ,asia,cn,andy
Xiaohong Guan,Xi'an Jiaotong University,http://www.xjtu.edu.cn/jsnr.jsp?urltype=tree.TreeTempUrl&wbtreeid=1632&wbwbxjtuteacherid=502,NOSCHOLARPAGE,asia,cn,unknown
Xiaoyan Zhu 0003,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/zhu.xy,NOSCHOLARPAGE,asia,cn,unknown
Xingjun Zhang,Xi'an Jiaotong University,http://www.cs.xjtu.edu.cn/info/2639/1595.htm,m6QY7-wAAAAJ,asia,cn,unknown
Xuebin Ren,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/en/web/xuebinren,NOSCHOLARPAGE,asia,cn,unknown
Xuguang Lan,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/zeuslan,NOSCHOLARPAGE,asia,cn,unknown
Yi-Jun Yang,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/yangyijun/english,NOSCHOLARPAGE,asia,cn,andy
Yihong Gong,Xi'an Jiaotong University,https://gr.xjtu.edu.cn/web/ygong,x2xdU7gAAAAJ,asia,cn,unknown
Yong Qi,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/qiy,LgZ0DxkAAAAJ,asia,cn,mostly_male
Yuanqi Su,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/yuanqisu,hXQYvl8AAAAJ,asia,cn,unknown
Zhongmin Cai,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/zmcai/english-version,dkp-d0IAAAAJ,asia,cn,unknown
Zong-Ben Xu,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/zbxu,NOSCHOLARPAGE,asia,cn,unknown
Zongben Xu,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/zbxu,NOSCHOLARPAGE,asia,cn,unknown
Charmaine Barreto,Nova Southeastern University,https://cec.nova.edu/faculty/barreto-charmaine.html,NOSCHOLARPAGE,america,us,female
Francisco J. Mitropoulos,Nova Southeastern University,https://cec.nova.edu/faculty/mitropoulos.html,NOSCHOLARPAGE,america,us,male
Inkyoung Hur,Nova Southeastern University,https://cec.nova.edu/faculty/Hur-Inkyoung.html,NOSCHOLARPAGE,america,us,unknown
James Cannady,Nova Southeastern University,https://cec.nova.edu/faculty/cannady.html,NOSCHOLARPAGE,america,us,male
James Parrish,Nova Southeastern University,https://cec.nova.edu/faculty/parrish.html,C4lsGgkAAAAJ,america,us,male
José A. Ramos,Nova Southeastern University,https://cec.nova.edu/faculty/ramos-jose.html,NOSCHOLARPAGE,america,us,male
Junping Sun,Nova Southeastern University,http://scis.nova.edu/~jps,NOSCHOLARPAGE,america,us,unknown
Laurie P. Dringus,Nova Southeastern University,https://cec.nova.edu/faculty/dringus.html,NOSCHOLARPAGE,america,us,female
Ling Wang,Nova Southeastern University,https://cec.nova.edu/faculty/wang.html,HwIAqgIAAAAJ,america,us,andy
Martha Snyder,Nova Southeastern University,https://cec.nova.edu/faculty/snyder.html,NOSCHOLARPAGE,america,us,female
Maxine S. Cohen,Nova Southeastern University,https://cec.nova.edu/faculty/cohen.html,NOSCHOLARPAGE,america,us,female
Michael J. Laszlo,Nova Southeastern University,https://cec.nova.edu/faculty/laszlo.html,NOSCHOLARPAGE,america,us,male
Peixiang Liu,Nova Southeastern University,https://cec.nova.edu/faculty/liu.html,NOSCHOLARPAGE,america,us,unknown
Saeed Rajput,Nova Southeastern University,http://www.nova.edu/~rajput,NOSCHOLARPAGE,america,us,male
Souren Paul,Nova Southeastern University,https://cec.nova.edu/faculty/paul.html,_ZhhcFQAAAAJ,america,us,male
Steven Terrell,Nova Southeastern University,https://cec.nova.edu/faculty/terrell.html,UBSC-3UAAAAJ,america,us,male
Sumitra M. Mukherjee,Nova Southeastern University,https://cec.nova.edu/faculty/mukherjee.html,NOSCHOLARPAGE,america,us,female
Sumitra Mukherjee,Nova Southeastern University,https://cec.nova.edu/faculty/mukherjee.html,NOSCHOLARPAGE,america,us,female
Timothy J. Ellis,Nova Southeastern University,https://cec.nova.edu/faculty/ellis.html,NOSCHOLARPAGE,america,us,male
Tom H. MacFarland,Nova Southeastern University,https://cec.nova.edu/faculty/macfarland.html,NOSCHOLARPAGE,america,us,male
Yair Levy,Nova Southeastern University,http://scis.nova.edu/~levyy,P3LuC5kAAAAJ,america,us,male
Cheng-Zhong Xu 0001,University of Macau,https://www.fst.um.edu.mo/personal/czxu,XsBBTUgAAAAJ,asia,hk,andy
Chengzhong Xu 0001,University of Macau,https://www.fst.um.edu.mo/personal/czxu,XsBBTUgAAAAJ,asia,hk,unknown
Chi Man Pun,University of Macau,https://www.fst.um.edu.mo/people/cmpun,JTkP_EAAAAAJ,asia,hk,andy
Chi-Man Pun,University of Macau,https://www.fst.um.edu.mo/people/cmpun,JTkP_EAAAAAJ,asia,hk,unknown
Chi-Man Vong,University of Macau,https://www.fst.um.edu.mo/people/cmvong,uFUPIekAAAAJ,asia,hk,unknown
Derek F. Wong,University of Macau,https://www.fst.um.edu.mo/people/derekfw,KjQBe8oAAAAJ,asia,hk,male
Derek Fai Wong,University of Macau,https://www.fst.um.edu.mo/people/derekfw,KjQBe8oAAAAJ,asia,hk,male
Dingqi Yang,University of Macau,https://www.fst.um.edu.mo/personal/yangdingqi,fnfg9S0AAAAJ,asia,hk,unknown
Huanle Xu,University of Macau,https://www.fst.um.edu.mo/people/huanlexu,qm2qglIAAAAJ,asia,hk,unknown
Jianbing Shen,University of Macau,https://www.fst.um.edu.mo/people/jianbingshen,_Q3NTToAAAAJ,asia,hk,unknown
